"entity_name","entity_id","pitch_hand","active_spin_fourseam","active_spin_sinker","active_spin_cutter","active_spin_changeup","active_spin_splitter","active_spin_curve","active_spin_slider","active_spin_sweeper","active_spin_slurve"
"Povich, Cade",700249,"L","91.2","90.6",,"86.8",,"92.1","39.9",,
"Skubal, Tarik",669373,"L","91.2","85.1",,"73.2",,"53.9","27.9",,
"Peguero, Joel",666711,"R","91.2","84.5",,,,,"33.9",,
"Ullola, Miguel",699044,"R","91.1",,"31.4",,,,"32.4",,
"Gastelum, Luis",703725,"R","91","87.9",,"98",,,,"51.7",
"Junk, Janson",676083,"R","91","89.7",,"84.2",,"78","36","52.6",
"Murphy, Chris",669684,"L","91","75.5",,"93.5",,"93.4","41","58.9","65.4"
"Martin, Trevor",694680,"R","91","93.7","42.9",,"97.5","85.8",,,
"Alexander, Tyler",641302,"L","91","92.2","51.5","83.1",,,,"55.4",
"Weisenburger, Jack",674073,"R","90.9","86.7","56.4","89.1",,,,"59",
"Kranick, Max",668820,"R","90.9","91",,,,"62.2","53.4","48.1",
"Brieske, Beau",689225,"R","90.9","87.4",,"79.7",,"43.4","34.1",,
"Soto, Gregory",642397,"L","90.9","91.2",,,,,"19.8","29.3",
"Mayza, Tim",641835,"L","90.9","87.7",,,"86.5",,"16.1",,
"Smith, Dylan",681916,"R","90.8","92.9",,,"92.8","78.6",,"39",
"Suárez, Albert",544150,"R","90.8",,"51","96.7",,"56.6",,,
"Ashcraft, Braxton",677952,"R","90.8","85.7",,,"89.8","63.9","31.8",,
"Bachar, Lake",669199,"R","90.8","85.4",,,"95.1","37.3","16","27.5",
"Speier, Gabe",642100,"L","90.7","91.1",,,,,"32.1",,
"Early, Connelly",813349,"L","90.7","91.1",,"80.5",,"69.1","32.4","41.2",
"Morillo, Juan",666661,"R","90.7","87.4",,"97.5",,,"63.8",,
"Phillips, Connor",683175,"R","90.7",,,,,"58.3",,"52.6",
"Prielipp, Connor",687570,"L","90.7","92",,"81.5",,"61.8","20.6",,
"Zerpa, Angel",672582,"L","90.6","86.7",,"96.5",,,"33.7",,
"Wilson, Bryse",669060,"R","90.6","85.1","52.2",,"80.5","65.5",,,
"Duarte, Daniel",650960,"R","90.6","95","50.1","98.2",,,,"60.8",
"Taillon, Jameson",592791,"R","90.5","89.5","54.5","85.3",,"73.2","36.7","56.4",
"Cameron, Noah",702070,"L","90.5","82.3","59.5","98",,"67.4","18.2",,
"Warren, Austin",681810,"R","90.5","93.4","27.6","99.3",,"60",,"49.4",
"Hanifee, Brenan",669724,"R","90.5","91.5",,"94.6",,,"18.2",,
"Bennett, Jake",687562,"L","90.5","89.6","16.2","87.8",,"61.7",,"44.3",
"Zuber, Tyler",676604,"R","90.5","90.2",,,,"61.5","34.6","52.1",
"Fairbanks, Pete",664126,"R","90.4",,"28.7","71.2",,,"62.2",,
"Granillo, Andre",701552,"R","90.4","85.8",,,,,"25.1",,
"Mikolas, Miles",571945,"R","90.3","86.1",,"85.9",,"74.4","39.4","39.2",
"Houser, Adrian",605288,"R","90.3","87.8",,"81.3",,"88.1","32.1",,
"Jones, Jared",683003,"R","90.3",,,"90.7",,"57","21.8",,
"Hill, Jaden",677955,"R","90.3","92.7",,"99.5",,,"22.9",,
"Drohan, Shane",675660,"L","90.2","89.2","46.9","87.9",,"66.9","21.9",,
"Palmquist, Carson",687223,"L","90.2","87.7","34.7",,,,,"52.6",
"Jobe, Jackson",695549,"R","90.2","82.1","57","99",,"62.8","34.7",,
"Abbott, Andrew",671096,"L","90.2",,"40.7","83.7",,"55",,"42.1",
"Rocker, Kumar",677958,"R","90.1","90.5","45.8","98.4","82.9",,"31.2",,
"McLean, Nolan",690997,"R","90.1","84.8","34.5","80.4",,"91.1","39","61.5",
"Soriano, George",666277,"R","90.1","84",,"80.6",,,"14.8","26.6",
"Martinez, Nick",607259,"R","90.1","87.1","60.7","81.5",,"72.4","14.9",,
"Scott, Christian",681035,"R","90","87.8","46.6",,"91.3","59.9",,"57.8",
"Henry, Cole",669371,"R","90","89","53.2",,,,,"48.1",
"Lange, Alex",656638,"R","90","88.4","44.4","92.6",,,"19.5",,
"Gamboa, Alec",687941,"L","90","85.9",,,,,"24.3",,
"Rojas, Kendry",696070,"L","90","88.3",,"69.8",,,"36.6",,
"Acton, Garrett",670183,"R","90",,,,,,"31.3",,
"Gerber, Joey",680702,"R","90",,"57.6",,,,,,
"Cruz, Fernando",518585,"R","89.9","91.2",,,"45.6",,,"40.9",
"Eisert, Brandon",685126,"L","89.8","90.1",,"85.5",,,"34.9",,
"Rock, Joe",697812,"L","89.8","86.7",,,,,"32.5",,
"Gervase, Paul",801434,"R","89.7",,"61.2",,,,"47.8",,
"Fried, Max",608331,"L","89.7","67.6","43.5","82.2",,"86.7","24.9","62.8",
"Lazar, Max",676661,"R","89.7",,"39.4",,"88.7","84.3",,,
"Bibee, Tanner",676440,"R","89.6","88.2","32.4","92.5",,"71.4",,"57.1",
"Hernández, Jonathan",642546,"R","89.6","90.1",,,,,"28.2",,
"Vásquez, Randy",681190,"R","89.6","87","46.9","92.5",,"48.4","38.8","45.5",
"Burns, Chase",695505,"R","89.6","92.7",,"96",,,"22.5",,
"Adam, Jason",592094,"R","89.6",,,"84",,,"12.4","47.6",
"Buehler, Walker",621111,"R","89.6","89.3","55.1","91.6",,"87.5","44.3","54.5",
"Miller, Bryce",682243,"R","89.5","86.2","48.9",,"66.4","78.8","25.1","63.4",
"Patrick, Chad",694477,"R","89.5","83.6","33.6",,,,,,"39.7"
"Gusto, Ryan",687473,"R","89.5","82.2","51.5","92.6",,"87.6","35.8","58.9",
"Phillips, Tyler",663969,"R","89.5","90.9",,,"90.9","64.6","21","34.7",
"Hall, DL",669084,"L","89.4","88.6","41.9","95.8",,"72.4","40.8","51.8",
"Ginkel, Kevin",656464,"R","89.4","92.4",,,,,"30.5",,
"Macko, Adam",671936,"L","89.4",,,"99.2",,"79.2","20.9",,
"Melton, Troy",675512,"R","89.3","89.9","50.5","79.9",,"83.4","46.1",,
"Lowder, Rhett",695076,"R","89.3","90.7",,"92.7",,"74.7","22.9",,
"Allard, Kolby",663465,"L","89.3","91.6","38.9","99.5",,"95.4",,,
"Brash, Matt",666374,"R","89.2","89.5",,"63.7",,,"47.5",,
"Rodriguez, Bradgley",699134,"R","89.2","86.2",,"95.2",,,"37",,
"Kahnle, Tommy",592454,"R","89.2",,,"99.3",,,"39.7",,
"Sproat, Brandon",687075,"R","89.1","78.3","53","96.6",,"81.5",,"50.7",
"Loáisiga, Jonathan",642528,"R","89.1","88.8","59.3","94.8",,"29.9",,,
"Foley, Jason",671345,"R","88.9","88.8",,,"81.2",,"32.5",,
"Morejon, Adrian",670970,"L","88.9","83",,"91.3",,,"39.7",,
"Beeter, Clayton",690925,"R","88.9",,,,,,"45",,
"Gómez, Yoendrys",672782,"R","88.9","87.5","55.7","94.5",,,,"49.9",
"Voth, Austin",608723,"R","88.9","85.7","45.3",,,"87.5",,"55.3",
"Sanmartin, Reiver",665665,"L","88.9","88.3",,"90.8",,,"34.4",,
"Waldron, Matt",663362,"R","88.9","83.5","50.5",,,,,"47.8",
"Montero, Keider",672456,"R","88.8","88.2",,"92.3",,"60.9","24.9",,
"Abreu, Bryan",650556,"R","88.8",,"56.7",,,,"49.6",,
"Kelly, Zack",677161,"R","88.8","89.2","49.5","95.8",,,,"60.5",
"Lugo, Seth",607625,"R","88.7","86.9","65.3","90.9",,"82.9","31.5","60.4","69.7"
"Okert, Steven",595345,"L","88.7","87.4",,,,,"37",,
"Cabrera, Jose",703615,"R","88.7","94.5","40.9","98.1",,"20.4",,"33.4",
"Martin, Riley",702303,"L","88.6",,,,,"66.2","19.9",,
"Watson, Ryan",670245,"R","88.6","85.7","53.2",,,"88",,"31.7",
"Brubaker, JT",664141,"R","88.5","87.7",,"84.5",,"46.9","13.9",,
"Chapman, Aroldis",547973,"L","88.5","85.5",,,"36.7",,"40.6",,
"Smith, Burch",572143,"R","88.5",,"34.7","58.8",,"80.5",,,
"Suarez, José",660761,"L","88.4","86.2",,"80.8",,,"31.7","42.3",
"Ross, Joe",605452,"R","88.4","86.7",,,"90.5","33","42.3",,
"Weiss, Ryan",680802,"R","88.4","83.3",,"67.7",,"80.8",,"53.1",
"Castaño, Blas",680604,"R","88.4","87.3","43.4","87.8",,,,"42.5",
"Tiedemann, Ricky",694357,"L","88.4",,,"85.3",,,,"36.1",
"Webb, Jacob",657097,"R","88.3",,,"99.5",,"74.8","20.7","44",
"Ureña, Walbert",700712,"R","88.3","91.3",,"91.8",,,,"38.9",
"Dobnak, Randy",677976,"R","88.2","86.9",,"70.2",,,"26.2","43",
"Rodriguez, Carlos",692230,"R","88.1",,"58.5","99.6",,,,"38.6",
"Tur, Yunior",814305,"R","88.1",,"53.7",,"89.5",,,,
"Peralta, Freddy",642547,"R","88.1",,,"93.9",,"41.3","24.1","37.3",
"Treinen, Blake",595014,"R","88","85.2","43.7",,,,,"49.7",
"Taylor, Grant",691799,"R","87.9","90.4",,,,"82","24.4",,
"Blewett, Scott",656240,"R","87.9","89.6","33.9",,"72.2",,"28.4",,
"Vest, Will",676684,"R","87.9","86.9",,"89.2",,,"15.6",,
"Manoah, Alek",666201,"R","87.8","88.7",,"85.7",,,"34.2",,
"Winn, Keaton",676775,"R","87.8","78.8",,,"82.7",,"11.9",,
"Rasmussen, Drew",656876,"R","87.8","87.7","30.1","67.4",,"71.6",,"48.6",
"Meyer, Max",676974,"R","87.7","90.9",,"89.9",,,"18.1","37.3",
"Rogers, Trevor",669432,"L","87.6","88.4","23.1","84.9",,,,"36.4",
"Sugano, Tomoyuki",608372,"R","87.6","87.2","43.1",,"82.2","63","26.6","32.2",
"Brito, Jhony",666745,"R","87.5","88.4",,"96.9",,,"38.1","34.3",
"Blackburn, Paul",621112,"R","87.5","86.9","55.9","85.1",,"90.3",,"53.4",
"Paez, Jedixson",699151,"R","87.5","86.8","31.3","58",,"69.6",,,
"Wheeler, Zack",554430,"R","87.5","88.5","41.7",,"94","76",,"61.2",
"Mederos, Victor",682989,"R","87.5","86.8","41.7",,"71.4",,,"53.4",
"Cleavinger, Garrett",664076,"L","87.5","83",,,,,"32.1","69.3",
"Crochet, Garrett",676979,"L","87.4","86.8","39.6","74.2",,,,"50.7",
"Rivera, Eduardo",700842,"L","87.3",,,"71.4",,,"28.5",,
"Freeland, Kyle",607536,"L","87.2","83.6","49.4","95.6",,"40.5",,"34.1",
"Rom, Drew",680723,"L","87.2","88.1",,,"73.5",,,"71.8",
"Bellozo, Valente",678368,"R","87.2","79.3","54.5","84.6",,,,"56.7",
"Bazardo, Eduard",660825,"R","87.2","91.3",,,"83.8",,,"58.3",
"Medina, Luis",665622,"R","87.2","89.8",,"69.3",,"81.2","35.4",,
"Soriano, José",667755,"R","87.1","87.9",,,"87.2","58.2","16.7",,
"Sandlin, David",689818,"R","87","85.1","42.9","86.2",,"58.6",,"45",
"Assad, Javier",665871,"R","87","86.9","48.9","75.1",,"79.2","43.7","56",
"Jax, Griffin",643377,"R","87","83.1","46.4","80.3",,"62.6",,"38.7",
"Walker, Josh",677020,"L","87","83.2",,"82.3",,,"26.5",,
"Garcia, Robert",676395,"L","86.9",,,"79.2",,,"26.7",,
"Schultz, Noah",702273,"L","86.9","88.6","43.7","87.2",,"57",,"54.8",
"Paredes, Mike",702474,"R","86.9",,"47.4","85.2",,,,"67.4",
"Stock, Robert",476594,"R","86.9","82.3","41.4","88.4",,,,"59.5",
"McFarlane, Alex",686934,"R","86.9","89.2",,,,,"33.1","42.5",
"Corbin, Patrick",571578,"L","86.9","84.7","30.3","98",,"28.7","24.6",,
"Castillo, Luis",622491,"R","86.8","91.4",,"93.6",,,"12",,
"Mautz, Brycen",802408,"L","86.8","84.5",,,,"78","18.1",,
"Vodnik, Victor",680767,"R","86.8","90.9","25.7","89.5",,,"27.7",,"61.1"
"Allen, Logan",671106,"L","86.7","91.6","37.3","87.4",,,,"54",
"Hartlieb, Geoff",664129,"R","86.6","82.8","58.7",,,,"14.4",,
"Sands, Cole",663485,"R","86.6","81.7","34.4",,"85.6","60.6",,,
"Kikuchi, Yusei",579328,"L","86.5",,"52.6",,"87","56.6","22",,
"Senga, Kodai",673540,"R","86.5","80.9","47.8",,"78.5",,"11.7","36.3",
"Anderson, Drew",623454,"R","86.5","81.9",,"71.3",,"92.2","29.9",,
"Irvin, Jake",663623,"R","86.5","80.8","61.8","85.9",,"78.3",,"50.3",
"Burke, Sean",680732,"R","86.4","92.2","51.6","99.5",,"83.9","30",,
"Herget, Jimmy",623474,"R","86.4","85.6",,"68.3",,,"34.6","52.1",
"Mathews, Quinn",687273,"L","86.4","75.7",,"94.2",,"78","29.3",,
"Barnett, Mason",686930,"R","86.4",,,"71",,"88.4","36.2","59.6",
"Muñoz, Andrés",662253,"R","86.4","80.8",,"84.3",,,"40.7",,
"Sousa, Bennett",656986,"L","86.3","80.7",,,,,"23.5",,
"Woodruff, Brandon",605540,"R","86.3","86.5","60.6","84.4",,"63.7",,,
"Flaherty, Jack",656427,"R","86.2","77.3",,"83.1",,"77.7","42.9",,
"Bido, Osvaldo",674370,"R","86.2","83.7",,"80.5",,,"29.2","33.3",
"Painter, Andrew",691725,"R","86.1","85.2",,"83.6","73.6","62.4","41","51.9",
"Rea, Colin",607067,"R","86.1","78.6","41.4","85.3",,"74","26.3","57.2",
"Johnson, Ty",694494,"R","86",,,,,,"22",,
"Kelly, Kevin",687330,"R","86","84.7",,"78.4",,,,"74.3",
"Iglesias, Raisel",628452,"R","85.9","89.2",,"83.3",,,"37.4",,
"Carrillo, Gerardo",672629,"R","85.9","86.7","39.8",,"49.9",,,"32.6",
"Rodriguez, Eduardo",593958,"L","85.9","84.7","57.8","89.1",,"50.4",,,
"Keller, Mitch",656605,"R","85.9","78.1","47.4","84.8",,"92.6","27.5","60.8",
"Nardi, Andrew",677053,"L","85.8",,,"90.5",,,"26.1","41.1",
"Gage, Matt",657424,"L","85.7","87.7",,"84.2",,,"24.7",,
"Gibson, Cade",806188,"L","85.7","81.2",,"74.6",,"85.7","26.8","62.9",
"Clarke, Taylor",664199,"R","85.7","90.1","79.2","87.3",,,"33.3",,
"Hart, Kyle",606996,"L","85.7","88.5",,,"59.4",,"39.9","47.5",
"Gasser, Robert",688107,"L","85.7","81.2","40.8","91.1",,,"38.6","55.1",
"Basso, Brady",669620,"L","85.6","84.5","50","95.4",,"69.6","20.6",,
"Kolek, Stephen",663568,"R","85.6","72.4","37.5","67.9",,,"23.2","68.2",
"Silseth, Chase",681217,"R","85.6","83.4",,,"68.5",,,"42.2",
"Miles, Spencer",693686,"R","85.5","83.2",,,,"79.5","27",,
"Miller, Mason",695243,"R","85.5",,,"80.1",,,"60.1",,
"Senzatela, Antonio",622608,"R","85.4","83.2","46.1","73.1",,"43.7","32.6",,
"Samaniego, Tyler",701719,"L","85.4","77.9","37.5","94.4",,,,"42.4",
"Holmes, Grant",656550,"R","85.3","76.2","64","88.1",,"44.4","23.6",,
"Morales, Luis",806960,"R","85.2","83.5",,"89.4",,,"38.8","65.9",
"Ober, Bailey",641927,"R","85","89.9",,"98.4",,"82.3","50.1","56.1",
"Slaten, Justin",686580,"R","84.9","96.8","59.4",,,"76.6",,"41.8",
"Van Eyk, CJ",669310,"R","84.9","80.7","40.4","99.4",,"77.4",,"53.2",
"Bivens, Spencer",702352,"R","84.8","79",,"50.6",,,,"57.8",
"Kelly, Merrill",518876,"R","84.8","83.8","70.6","78.7",,"59.2","21.5",,
"Schlittler, Cam",693645,"R","84.7","79.1","57.7",,,"69.3","47",,
"Leahy, Kyle",681517,"R","84.5","81.5",,"70.8",,"80","42.7","55.6",
"Sisk, Evan",681895,"L","84.5","83.2",,"82",,"77.2",,"53.1",
"Rodríguez, Yariel",684320,"R","84.3","92.1",,,"95.5",,"14.3",,
"Ritchie, JR",702275,"R","84.3","81.8","36.2","83.6",,"87.1","30.3",,
"Sandlin, Nick",680704,"R","84.3",,,,"80.8",,"66.4",,
"Holton, Tyler",663947,"L","84","85.4","41.8","96.9",,"86.5",,"63.6",
"Núñez, Dedniel",673380,"R","84",,,,,,"15.1",,
"Cavalli, Cade",676917,"R","83.9","83.4","53.2","96.1",,"77.1",,"72.9",
"Pecko, Ethan",814490,"R","83.9","79.6","49.5","98.1",,"63.2",,"32.4",
"Thornton, Trent",663423,"R","83.9","79.1","41.2",,,"61.1",,"50.8",
"Kay, Anthony",641743,"L","83.8","76.8","40.4","82.1",,,"35.2","51.8",
"Ramírez, Yohan",670990,"R","83.8","84.8",,,,"77.4",,"56.6",
"Lucchesi, Joey",664192,"L","83.8","87.8",,,,"47.8",,,
"Morán, Jovani",663558,"L","83.6","81.9","33.6","84.9",,,,"44.6",
"Seymour, Carson",693313,"R","83.3","74.7","35.5",,,,"58.3",,
"Mills, Wyatt",670090,"R","83.3","79.3",,,,,"25.6","37.5",
"Zeferjahn, Ryan",666171,"R","83.3","83.9",,,,"57.8","41.1","54.1",
"King, Michael",650633,"R","83.1","77.5",,"97.7",,,"23.3","50.9",
"Kelly, Michael",547184,"R","83.1","79.2",,,,,"36.5","58.2",
"Wrobleski, Justin",680736,"L","82.9","82.3","38.2","89.9",,"63.4","26.6","55.9",
"Gilbert, Tyler",656457,"L","82.9","83.9","40.1",,,,,"50.8",
"Ferguson, Tyler",621053,"R","82.7","83.5","30.5","85.2",,,"55.8","47.9",
"Wesneski, Hayden",669713,"R","82.6","83","46.8","83.4",,,,"66.6",
"Armstrong, Shawn",542888,"R","82.6","89.2","49.3",,,,,"44.7",
"Pérez, Cionel",672335,"L","82.4","79.9",,,,"62.4",,,"41.8"
"Ashby, Aaron",676879,"L","82.4","80.8",,"76.5",,"88","42.5",,
"Hancock, Emerson",676106,"R","82.3","85.9","24.3","98.9",,"71.5",,"64.1",
"Abel, Mick",690953,"R","82.3","75.8",,"62.3",,"73.4","26.3","55.1",
"Hudson, Bryan",663542,"L","82.2","78.9","28.1",,,,,"81",
"Scott, Tanner",656945,"L","82.2",,,,,,"30.3",,
"Bratt, Mitch",683352,"L","82.1","77.2",,"92.7",,"77.7","50.3",,"55.5"
"Adams, Travis",701519,"R","82.1","85.5","54","87.3",,,"33.2",,
"McGreevy, Michael",700241,"R","81.9","71.3","39.9","71",,"80.3","31.6","56.7",
"Peoples, Ben",687239,"R","81.9",,,"90.1",,,"20.3",,
"Roupp, Landen",694738,"R","81.9","85.8","36.7","84.9",,"85.2",,,
"Little, Brendon",663893,"L","81.7","75",,,,"77.3","12.6",,
"Elder, Bryce",693821,"R","81.6","75.6","59.9","68.1",,,"37.5",,
"Kochanowicz, Jack",686799,"R","81.5","75.8",,"61.8",,,"33.3",,
"Cano, Yennier",666974,"R","81.5","81.1",,,"87.5",,,"37.9",
"Bolton, Cody",675989,"R","81.4","79.3","37.3","70.8",,"87.3",,"64.1",
"Feltner, Ryan",663372,"R","81.3","72.8",,"65.9",,"62.7","42.2","49.8",
"Yan, Jefry",642376,"L","81.3","79.3",,"86.4",,,"30.3",,
"Smith, Hagen",696146,"L","81.3",,"35.9","90.7",,,"41",,
"Banks, Tanner",621383,"L","81.1","81.4",,"69.4",,,"35.5","39.4",
"Sims, Lucas",608371,"R","81.1",,,,,"60.7","34.6","38.2",
"Gallen, Zac",668678,"R","81.1","79.9",,"82.4",,"62.1","39.3",,
"Holderman, Colin",670059,"R","81","86.2",,,,"73.5",,"37.3",
"Wicks, Jordan",696136,"L","80.9","85.3",,"96.3",,,"22.1",,
"Saucedo, Tayler",642048,"L","80.9","90.7",,"95.3",,,"30.8","41.6",
"Martin, Davis",663436,"R","80.7","74.1","40.2","67.3",,"71.6","23.1",,
"Domínguez, Seranthony",622554,"R","80.5","83.6",,,"96.4","77.6",,"37.8",
"Pallante, Andre",669467,"R","80.5","86.2",,,"88.5","78.4","31",,
"Bello, Brayan",678394,"R","80.4","85.6","12.2","97.2",,"58.1",,"45.7",
"Bubic, Kris",663460,"L","80.4","78.9",,"69.7",,,"19.7","50.5",
"Murray, Jayden",681151,"R","80.3","80.3","43.9","98.3",,,,"62.2",
"Teng, Kai-Wei",678906,"R","80.2","76.1",,"84.2",,"74.1","21","44.8",
"Quintana, Jose",500779,"L","80.2","83.6",,"90.7",,"46.3",,,"41.6"
"Madden, Ty",680744,"R","80.1","80.5","18.7",,"78.8",,"26.2",,
"Smith, Shane",681343,"R","80.1","85.3",,"76.9",,"80.7","31",,
"Sanders, Cam",676742,"R","80.1","73.4",,"71.8",,,"23.7",,
"Soroka, Michael",647336,"R","80.1","78.5","39","86.3",,,,"48.1","67.4"
"Gil, Luis",661563,"R","80","73.7",,"86",,,"36.3",,
"Wolfram, Grant",664991,"L","80","88.8",,,,"37.5","15.9","38.9",
"VanWey, Logan",701121,"R","79.9","77.5",,"83.9",,,,"47.5",
"Rucker, Michael",621074,"R","79.8","77.9","25.7",,,"81.4",,,
"Collyer, Gavin",686560,"R","79.8","77.5","19.3",,,,,"44.6",
"Adams, Mason",690279,"R","79.7","70.8","40.9","90.9",,"87.3",,"51.9",
"Suarez, Ranger",624133,"L","79.7","70.9","50.9","69.2",,"82.6","48.2",,
"Valdez, Framber",664285,"L","79.7","77.2",,"77",,"83.9","19.2",,
"Santa, Alimber",695001,"R","79.7","84.4",,,,,"26.9","57.8",
"Lawrence, Justin",664875,"R","79.7","76.8",,,,,,"59.5",
"Antone, Tejay",622088,"R","79.6","66.8","34.5",,,"77.4",,"50.3",
"Hoppe, Alex",695380,"R","79.6","80.8",,,,,"34.4",,
"Kilian, Caleb",668873,"R","79.6","80.9",,,,"90","30.7",,
"Stewart, Brock",592779,"R","79.5","83.3","44.3","88.4",,,,"50.9",
"Kinley, Tyler",641755,"R","79.4","72.5",,,,"53.8","22.4",,
"Faucher, Calvin",676534,"R","79.3","78.3","27.2",,,"76.9","21.7","52.6",
"Holmes, Clay",605280,"R","79.3","76.3","22.2","66.9",,"72.8",,"54.3",
"Romero, JoJo",668941,"L","79","75.6",,"89.3",,,,"49.5",
"Mushinski, Parker",656786,"L","78.9","70.3","47",,,"71.2",,"48.8",
"McCullers Jr., Lance",621121,"R","78.7","79.1","45.5","87.9",,"75.9",,"56",
"Pomeranz, Drew",519141,"L","78.5",,,,,"63.9",,,
"Bassitt, Chris",605135,"R","78.4","82.7","57.5","94",,"96.4","47.6","84.4",
"Nunez, Anthony",689296,"R","78.4","83.9","35.2","60.9",,,,"48.2",
"Minter, A.J.",621345,"L","78.4","75.2","31","95.1",,,,,
"Muñoz, Roddery",682610,"R","78.2","77.6","38.6",,,,"48",,
"McGee, Easton",668834,"R","78.1","85.7","39.8",,,"70.3",,"44.9",
"Ferguson, Caleb",657571,"L","77.9","78.7","20.3",,,,,,"61"
"Anderson, Grant",681982,"R","77.6","79.1",,"86.2",,,,"58.4",
"Suter, Brent",608718,"L","77.5","88.7",,"90.9",,,"49.4",,
"Weissert, Greg",669711,"R","77.4","83.5",,"96.7",,"75.2","36.6","59.7",
"Mejia, Juan",675848,"R","77.4","66.5",,"80.5",,,"38.5","58.8",
"Coulombe, Danny",543056,"L","77.3","76.9","32.5",,,"94",,"41.3",
"Schweitzer, Tyler",805326,"L","77.2","66.1",,"66.1",,"51.6","31.9","44",
"Morgan, David",688158,"R","77","85.1",,,,"75.5","32.2",,
"McDonald, Trevor",686790,"R","76.9","84",,"77.6",,,"41",,
"Schreiber, John",670167,"R","76.8","76.2","29.3","90.4",,,,"59.5",
"Fedde, Erick",607200,"R","76.6","67.4","51.8","63.6",,,,"56.1",
"Hollowell, Gavin",668970,"R","76.2","84.3",,"85",,,,"55.8",
"Alvarez, Andrew",674841,"L","76.1","67.9",,"86.5",,"65.5","22.4",,
"Warren, Will",701542,"R","76.1","76.1",,"84.2",,"70.2","28.1","56.9",
"Glasnow, Tyler",607192,"R","75.9","74.3",,,,"82.6","26.5",,
"Hanner, Bradley",690440,"R","75.9","74",,,,,,"70.1",
"Junis, Jakob",596001,"R","75.8","73.9",,"78",,,,"58.1",
"Bummer, Aaron",607481,"L","75.8","78.4","44.1",,,"76.3",,"69.9",
"Peralta, Sammy",671111,"L","75.3","81.8",,"97.5",,,"33.9","42.4",
"Garrett, Braxton",666129,"L","75.2","76.6",,"75.6",,,"14.5","35.3",
"Pfaadt, Brandon",694297,"R","75.2","82.8","46.6","85.7",,"76.4",,"37.6",
"Garcia, Julian",670062,"R","75.2",,,,,,"26.5","43.5",
"Sewald, Paul",623149,"R","75.2",,"39.8",,,,,"36.1",
"Singer, Brady",663903,"R","75.1","77.2","44.1",,,,"33.8","34.8",
"Bernardino, Brennan",657514,"L","75.1","74.6","27","88",,"51.5",,,
"Avila, Luinder",679883,"R","74.9","72.4",,"86.2",,"51.6","42.4",,
"Cellucci, Brendan",676454,"L","74.8",,,,,,,"49.9",
"Keller, Brad",641745,"R","74.8","73.6",,"77.8",,,"49.3","50.7",
"Criswell, Cooper",681867,"R","74.7","80.3","32.9","88.7",,,,"71.9",
"Webb, Logan",657277,"R","74.7","74.5","38.4","80.5",,,,"44",
"Ohtani, Shohei",660271,"R","74.6","67.9",,,"71.4","90.7","30.2","52.8",
"Thompson, Keegan",624522,"R","74.5","77.3","39.3","72.2",,"78.1",,"36.7",
"Cuas, Jose",621016,"R","74.4","77","40.7",,,,,"20.8",
"Ekness, Josh",694795,"R","74.4","72",,,,"47.9",,"51.2",
"Woodford, Jake",663765,"R","74.1","80","47.1",,"84.5",,,"55.2",
"Strzelecki, Peter",657265,"R","74.1","68.8",,"98.9",,"73.8",,"65.8",
"King, Bryan",687911,"L","73.9","76.5",,,,,,"54.4",
"Rolison, Ryan",669020,"L","73.9","70.1",,,,"83.8","33.8","50.8",
"France, J.P.",641585,"R","73.8",,"30.4","86.6",,"94.9",,,
"Fulmer, Michael",605242,"R","73.8","70.9","38.6","85.4",,,,"69.8",
"Kittredge, Andrew",552640,"R","73.7","84",,,,,"33.1",,
"Pintaro, Jonathan",702752,"R","73.7","83.7","36.8","77.7",,"61.8",,,
"Hurter, Brant",676428,"L","73.6","78.9",,"88.5",,,,"54.7",
"Bruihl, Justin",677865,"L","73.5","76","22.1","67.5",,,,"64.2",
"Carrasco, Carlos",471911,"R","73.3","69.8","50.4","63.3",,,"30.1",,
"Crow, Coleman",689441,"R","73","70.1","34.5",,,"96.1",,"66",
"Ginn, J.T.",669372,"R","72.9","71.7","39.1","62.3",,"42.9","27.3",,
"Montgomery, Jordan",656756,"L","72.1","77.2",,"96.1",,"75.6","27.5",,
"Boyle, Joe",671212,"R","71.8","71.9",,,"81.8",,"30.5","53.4",
"Kuhnel, Joel",669270,"R","71.8","77","24.6","86.3",,"35.4",,,
"Hughes, Gabriel",687312,"R","71.7","74.2",,"84.2",,"83.2","42","44.1",
"Walker, Ryan",676254,"R","71.6","79.5",,,,,"55.1",,
"Bradish, Kyle",680694,"R","71","73.9",,"96.8",,"72.6","39.4",,
"Thompson, Ryan",657044,"R","70.7","76.3",,,,,"76",,
"Payamps, Joel",606303,"R","70.3","66.7",,,,,,"38.7",
"Herrin, Tim",682120,"L","69.9","73.6",,,,"57.6","11.9",,
"Anderson, Shaun",641312,"R","69.8","74.3",,"76.4",,,"41.3","63.1",
"Mey, Luis",682825,"R","69.7","70.1",,,,,"43.2",,
"Dobbins, Hunter",690928,"R","69","76.2",,,"73.2","65.2","39.1","53.8",
"Thomas, Connor",671162,"L","68.9","81.3","15.5","83.1",,,,"60",
"Moll, Sam",594580,"L","68.7","73.3",,"86.8",,,,"47.8",
"Barlow, Scott",605130,"R","68.3","73.1",,,,"77.8","35.3","49.2",
"Abner, Philip",691769,"L","68.1",,,"43.6",,"45.6","50",,
"Peterson, David",656849,"L","67.2","73.8",,"85.5",,"65.7","17.7",,
